親字	同	简化字	类推简化字	讹字	通
𥀔	𪊙			𢿇	
𥀖	𥀋𥀒			𥀜	
𥀘					
𥀛					
𥀝	𥀸				
𥀠					
𥀣					
𥀥					
𥀫					
𥀬					
𥀮					
𥀰					
𥀱					
𥀲			𰤫		
𥀵					
𥀺					
𥀻	𥀽				
𥀾					
𥁁					
𥁂					
𥁃					
𥁆					
𥁇					
𥁎	𤬶				
𥁑					
𥁒					
𥁟					
𥁠					
𥁡					
𥁯					
𥁲					
𥁵					
𥁹					
𥂂					
𥂃					
𥂋					
𥂒					
𥂓					
𥂙					
𥂣					
𥂤					
𥂥	𥂫		𰤽		
𥂦					
𥂪					
𥂵					
𥂸					
𥃀	𥂡𥃂𥃐				
𥃌					
𥃔					
𥃟					
𥃠					
𥃣					
𥃧	臫𥃤𥆎				
𥃨					
𥃪	𥄧				
𥃫					
𥃮					
𥃰					
𥃴					
𥃵	𥃶				
𥃸					
𥃹					
𥃺					
𥃽					
𥃾					
𥄁					
𥄋				𣅚	
𥄍					
𥄎					
𥄑				𦔾	
𥄒					
𥄓					
𥄔	昁				
𥄕					
𥄖					
𥄘					
𥄜					
𥄦					
𥄱	䀟𥄔				
𥄲					
𥄴					
𥄵					
𥄷					
𥄸					
𥄹					
𥄻					
𥄽					
𥅁					
𥅂					
𥅄					
𥅑					
𥅒					
𥅘	䑐				
𥅞					
𥅟					
𥅠					
𥅡					
𥅦					
𥅧					
𥅨	󰥢				
𥅪	𰥧				
𥅬					
𥅸					
𥅺					
𥅻					
𥆅					
𥆉					
𥆌					
𥆑					
𥆔					
𥆖					
𥆘					
𥆙					
𥆚					
𥆛	𰥦				
𥆜					
𥆝					
𥆞					
𥆟	󰥕				
𥆡					
𥆣					
𥆥					
𥆦	󰥖				
𥆭					
𥆯					
𥆱					
𥆲					
𥆷					
𥆸					
𥇄					
𥇆					
𥇇	𢡸				
𥇋					
𥇌					
𥇍					
𥇎	眯𥌃󰥠				
𥇑					
𥇓					
𥇔					
𥇕					
𥇖					
𥇗	𥇵				
𥇘					
𥇙					
𥇚					
𥇛					
𥇜	盹𥌲				
𥇟					
𥇠					
𥇯					
𥇰					
𥇲					
𥇿					
𥈂					
𥈄	𥆇𥈩				
𥈆					
𥈇					
𥈈					
𥈊					
𥈋					
𥈏					
𥈑					
𥈒					
𥈓	𥄼				
𥈕					
𥈗					
𥈘					
𥈙	䀳				
𥈚					
𥈜	𥇛				
𥈬					
𥈮					
𥈷					
𥈸					
𥈻					
𥈼	𥉟				
𥈽					
𥈾	𥄴𥈛				
𥈿					
𥉀	鰥				
𥉁					
𥉃					
𥉄					
𥉅					
𥉆	𣛒𥊨				
𥉇					
𥉈	眣𠊹𥊕			𥈌𥉉	
𥉊					
𥉋					
𥉌					
𥉐					
𥉑					
𥉒					
𥉓					
𥉔					
𥉕					
𥉖	眭				
𥉘					
𥉜					
𥉝					
𥉰					
𥉳					
𥉴	𥋱				
𥉵					
𥉶					
𥉷					
𥉸			𰥣		
𥉺					
𥉻					
𥉼					
𥉽					
𥉾					
𥉿					
𥊀					
𥊁					
𥊇					
𥊈					
𥊉					
𥊊	𥆋				
𥊑					
𥊒					
𥊓					
𥊔					
𥊧	󰥣				
𥊪					
𥊫					
𥊬	䁒				
𥊭					
𥊮					
𥊯					
𥊴	𥊁				
𥊶					
𥊸	𦖆			𦗟	
𥊼	瞠				
𥊾	䁰				
𥊿					
𥋁					
𥋇					
𥋌					
𥋖					
𥋙					
𥋚					
𥋛					
𥋜					
𥋝			𰥭		
𥋡					
𥋣					
𥋤					
𥋥					
𥋮					
𥋿					
𥌀					
𥌁					
𥌂	𥋬				
𥌄					
𥌅					
𥌆					
𥌈					
𥌊					
𥌍					
𥌏					
𥌐					
𥌘					
𥌚					
𥌛	𰦃				
𥌟					
𥌤					
𥌨					
𥌩					
𥌪	𥋢				
𥌭					
𥌮					
𥌯	瞑				
𥌰					
𥌱					
𥌻					
𥌼	𥋞				
𥌽					
𥌾	𥊹				
𥍀					
𥍁	𥇳				
𥍃					
𥍆				𥍏	
𥍉	䀹睫𥆍				
𥍋					
𥍔	𥉹𥊻			𥇬	
𥍚					
𥍝					
𥍣					
𥍨					
𥍪					
𥍫	𥎇				
𥍬					
𥍭					
𥍮	𥎌				
𥍯	鋟				
𥍱					
𥍲					
𥍳					
𥍴					
𥍹					
𥍺					
𥍻					
𥎀					
𥎂	𥍾				
𥎃					
𥎆					
𥎈					
𥎍					
𥎎					
𥎐					
𥎑					
𥎒					
𥎓					
𥎔					
𥎖					
𥎗					
𥎘				𥐎	
𥎛					
𥎟					
𥎡					
𥎮					
𥎰					
𥎱					
𥎸					
𥎹					
𥎺	𰦗				
𥏄					
𥏅					
𥏈					
𥏊					
𥏎					
𥏒					
𥏓					
𥏕					
𥏘					
𥏙					
𥏜					
𥏝			𪿊		
𥏠					
𥏤					
𥏥					
𥏨					
𥏪					
𥏫	𥏲𥏻				
𥏮					
𥏯					
𥏰					
𥏷					
𥐀					
𥐁					
𥐂					
𥐑					
𥐓					
𥐕					
𥐙					
𥐚					
𥐞	𡵀				
𥐟					
𥐩					
𥐬					
𥐹					
𥐽					
𥐾					
𥐿					
𥑀					
𥑅					
𥑇					
𥑈					
𥑋	䃶				
𥑎					
𥑏					
𥑐					
𥑑					
𥑒					
𥑓					
𥑡					
𥑢					
𥑫					
𥑰	䂯𥒒				
𥑱					
𥑳					
𥑴					
𥑵					
𥑸					
𥑹					
𥑺					
𥑻	珗				
𥑼					
𥑽					
𥑾					
𥑿					
𥒀	󰤼				
𥒁					
𥒓					
𥒕					
𥒖					
𥒘					
𥒚					
𥒞					
𥒡					
𥒢					
𥒧					
𥒫					
𥒬					
𥒭					
𥒮					
𥒰					
𥒱					
𥒲					
𥒳					
𥒵					
𥒶					
𥒾					
𥓂					
𥓇					
𥓈					
𥓌					
𥓍					
𥓐					
𥓑					
𥓒					
𥓖					
𥓪					
𥓬	𥓫				
𥓮					
𥓻	󰥃				
𥓾	󵇾				
𥓿					
𥔀					
𥔁					
𥔂					
𥔄					
𥔇					
𥔑	𥕋				
𥔢	䃋𥑷				
𥔣					
𥔩					
𥔫					
𥔭	𥕘				
𥔮					
𥔯					
𥔱					
𥔲					
𥔻					
𥔽					
𥔿					
𥕀					
𥕇					
𥕍					
𥕎					
𥕏					
𥕐	𥐝				
𥕑					
𥕖					
𥕗	𥗞				
𥕘					
𥕙					
𥕡					
𥕢					
𥕣					
𥕮					
𥕰					
𥕱					
𥕲	𥕳󰥉				
𥕵					
𥕶	𰧣				
𥕸					
𥕹					
𥕻					
𥕼					
𥕽	𥖗				
𥕾					
𥕿					
𥖄					
𥖍					
𥖘					
𥖙					
𥖜					
𥖞					
𥖠					
𥖨					
𥖪					
𥖬					
𥖲					
𥖵					
𥖶	礗				
𥖻					
𥖼					
𥖾					
𥖿					
𥗀	𡫱				
𥗁					
𥗊					
𥗋					
𥗑					
𥗒					
𥗓					
𥗙					
𥗝					
𥗟					
𥗫					
𥗬	󰥄				
𥗭	𥗱				
𥗮					
𥗵					
𥗶					
𥗺	䃹				
𥗿					
𥘁					
𥘄	󰥌				
𥘊					
𥘋					
𥘏					
𥘒					
𥘠					
𥘡					
𥘥					
𥘫					
𥘮					
𥙁					
𥙆					
𥙇					
𥙉					
𥙋					
𥙎					
𥙡					
𥙢					
𥙣					
𥙦					
𥙬					
𥙰				𣒻	
𥙾					
𥙿					
𥚀					
𥚂					
𥚉					
𥚊					
𥚚					
𥚛					
𥚦					
𥚩	𥚝				
𥚻					
𥚾					
𥚿					
𥛂					
𥛅	䄂𥛽𥜑𧪭𰨏𰨑				
𥛐					
𥛑					
𥛘					
𥛚					
𥛜					
𥛝				䙜𧜨	
𥛞					
𥛟					
𥛨					
𥛩					
𥛪					
𥛫					
𥛯					
𥜃					
𥜄					
𥜎					
𥜏					
𥜐					
𥜒					
𥜓					
𥜖					
𥜗					
𥜙					
𥜚					
𥜭					
𥜰					
𥜲					
𥜴					
𥜵					
𥜶					
𥝂	𥝉				
𥝄					
𥝊					
𥝋	𤲳𥝃𥝆𥝈𦦔𦦻󰨓			𥍈𪒵	
𥝌					
𥝑					
𥝒					
𥝔					
𥝖	𥝬				
𥝘					
𥝥					
𥝦					
𥝧					
𥝨					
𥝮					
𥝾					
𥝿					
𥞁					
𥞃					
𥞄					
𥞅					
𥞊					
𥞋					
𥞍					
𥞎					
𥞏					
𥞒					
𥞔					
𥞘					
𥞚					
𥞜					
𥞧					
𥞲					
𥞴					
𥞵	𥞦				
𥞺					
𥞼	𥠿				
𥟃					
𥟅					
𥟍					
𥟎					
𥟒					
𥟓					
𥟔	𥠝				
𥟕					
𥟗					
𥟘					
𥟚					
𥟪					
𥟶					
𥟽					
𥟾					
𥟿	𥠨				
𥠀					
𥠄	𥟺𥡼				
𥠅					
𥠉					
𥠊					
𥠋					
𥠍					
𥠟					
𥠡	𥡥				
𥠣					
𥠫					
𥠱					
𥠲					
𥠳					
𥠴	𥡔				
𥠵	秿𥡨				
𥠶					
𥠷	𥢋				
𥠺					
𥠽					
𥡕					
𥡜	𥢵󵆶				
𥡟					
𥡠	𥢡				
𥡢	𥼁				
𥡣					
𥡦					
𥡧					
𥡪	𥤌				
𥡬					
𥡭					
𥡮					
𥡱					
𥡽					
𥢇					
𥢊					
𥢌					
𥢍					
𥢎	𥢞			𥡡	
𥢏					
𥢐					
𥢑					
𥢔	踔				
𥢥					
𥢦					
𥢯					
𥢶	糩				
𥢷					
𥢹					
𥢽					
𥣆					
𥣈					
𥣉					
𥣋					
𥣌					
𥣎					
𥣗					
𥣘					
𥣙					
𥣛					
𥣝					
𥣟					
𥣤					
𥣥					
𥣩					
𥣫	𧀅				
𥣬	𥤐				
𥣮	𥠈				
𥣯					
𥣰	稹𥢈𥤍𥤓			𥡐	
𥣸					
𥣺					
𥤂					
𥤊					
𥤋					
𥤗					
𥤘					
𥤜					
𥤞	𥢴				
𥤟					
𥤤					
𥤥					
𥤦					
𥤨					
𥤩					
𥤱					
𥤳					
𥤴					
𥤷					
𥤸					
𥤺					
𥤻					
𥤼	𥥇				
𥥅					
𥥈					
𥥊					
𥥋					
𥥌					
𥥍	𥥦			䆦	
𥥏					
𥥝					
𥥟					
𥥠					
𥥡					
𥥥				𥦈	
𥥩					
𥥰					
𥥱					
𥥳					
𥥴					
𥥵					
𥥶					
𥥸					
𥥽					
𥥾					
𥥿					
𥦁					
𥦃					
𥦅					
𥦊	󰦵󰦰				
𥦌	硦𡋱𡷟				
𥦍					
𥦔					
𥦖					
𥦘					
𥦝					
𥦞					
𥦟					
𥦢					
𥦣					
𥦥					
𥦨					
𥦷					
𥧆					
𥧇					
𥧋					
𥧍					
𥧒					
𥧓					
𥧕					
𥧙					
𥧡					
𥧣					
𥧤					
𥧫					
𥧬					
𥧭					
𥧮					
𥧱					
𥧲	䆮				
𥧴					
𥧷					
𥧻					
𥨌	𥧠𥧥				
𥨍	㙏㠅𡐣𡑉				
𥨎					
𥨐			𥧂		
𥨕	𥧶				
𥨝				𥨡	
𥨟					
𥨦					
𥨪					
𥨳	䇀				
𥨹					
𥨻					
𥨿					
𥩀	𰩗				
𥩄					
𥩆					
𥩌					
𥩒					
𥩔					
𥩖					
𥩗					
𥩘					
𥩙					
𥩝					
𥩡					
𥩢					
𥩣					
𥩤					
𥩱	䇅			𥩦	
𥩲					
𥩻					
𥪀					
𥪁					
𥪂	𥩺				
𥪊					
𥪋	𥪬				
𥪌					
𥪍					
𥪏					
𥪕					
𥪘					
𥪚					
𥪦					
𥪧					
𥪫					
𥪯				𥩼	
𥪱					
𥪳					
𥪴					
𥪵					
𥪻					
𥪼					
𥫂					
𥫃	𥪺				
𥫅					
𥫎					
𥫖	𥫓𨋪			𥫕	
𥫙					
𥫛					
𥫜					
𥫝	𢎉				
𥫞					
𥫟					
𥫢					
𥫬					
𥫯					
𥫰					
𥫱	𥭒				
𥫳					
𥫴					
𥫵					
𥫶					
𥫷					
𥫸					
𥫹					
𥫼					
𥫽					
𥬄					
𥬆					
𥬈					
𥬍					
𥬎					
𥬐					
𥬒					
𥬔	𠙴𦳰󰧲				
𥬕	𰩱				
𥬜					
𥬝					
𥬪					
𥬫					
𥬬					
𥬭					
𥬮					
𥬯					
𥬰	𥮫				
𥬱					
𥬲	𥬸𥳔				
𥬳					
𥬴					
𥬼					
𥭊					
𥭋					
𥭌					
𥭐	箻				
𥭑					
𥭓					
𥭔					
𥭖	𢺽𥯷𩐟				
𥭘					
𥭚					
𥭜					
𥭝					
𥭞					
𥭠					
𥭡					
𥭢					
𥭥					
𥭫					
𥭬					
𥭭	𥮭				
𥭮					
𥭳					
𥮍					
𥮎					
𥮏					
𥮐					
𥮒	𥮓𥷰󰧩				
𥮖					
𥮗					
𥮘	𥵮				
𥮣					
𥮤					
𥮥					
𥮧					
𥮨					
𥮪					
𥮯					
𥯑					
𥯔					
𥯕					
𥯖					
𥯘	𥭕				
𥯙					
𥯚					
𥯛					
𥯜					
𥯝					
𥯞					
𥯟	𥯠				
𥯡					
𥯢					
𥯤					
𥯥					
𥯦	𦾚				
𥯨					
𥯩				𦳵	
𥯪					
𥯬	𥱇				
𥯮	𥬽𥯯				
𥯳					
𥯶					
𥯸					
𥯾					
𥰅					
𥰛					
𥰜					
𥰝					
𥰡	𢷾				
𥰢					
𥰣	𥰤𥰷				
𥰥	𦩶				
𥰦	𥯼				
𥰧					
𥰨					
𥰪					
𥰭	𥭯				
𥰮	𥰯				
𥰰					
𥰱					
𥰲					
𥰳					
𥰶	󰧱				
𥰻					
𥰼					
𥱀					
𥱁					
𥱂					
𥱃					
𥱧					
𥱨					
𥱵	𦪿				
𥱶					
𥱸					
𥱹					
𥱺	󰧼				
𥱻					
𥱼	箄簰𥴖𦩯𨲥			𦓸	
𥱽					
𥲁					
𥲄					
𥲅					
𥲆					
𥲇					
𥲈	𥮩𥵥				
𥲉					
𥲊	󰧷				
𥲋					
𥲍					
𥲎					
𥲐					
𥲑					
𥲕					
𥲗					
𥲚	䉘				
𥲛					
𥲜					
𥲟					
𥲠					
𥲡					
𥲢					
𥲣	𥲨				
𥲦					
𥲧					
𥲪					
𥲻	𥶊				
𥳆					
𥳇					
𥳈					
𥳉					
𥳋	𥱄𥶟				
𥳌					
𥳍					
𥳎					
𥳏					
𥳐	𥴥				
𥳒	箴				
𥳓					
𥳕					
𥳖					
𥳗					
𥳘					
𥳚					
𥳜					
𥳝					
𥳞	𥷖				
𥳟					
𥳠					
𥳡					
𥳢					
𥳣	󰧻				
𥳥					
𥳬					
𥳯					
𥳰					
𥳱					
𥳲					
𥳳					
𥳴					
𥳵					
𥳶					
𥳷					
𥳹	𥳸				
𥳺					
𥴐					
𥴑					
𥴒					
𥴕					
𥴡					
𥴤	筋腱				
𥴧	𥱿				
𥴨			𫂖		
𥴩	𥵰				
𥴪					
𥴫	㩔𥳨𥷝𥷽󰨂				
𥴬					
𥴭	㮫䈓				
𥴮				𥴾	
𥴯					
𥴱					
𥴴					
𥴵					
𥴻					
𥴼					
𥴿					
𥵏					
𥵒					
𥵜					
𥵝					
𥵞					
𥵟					
𥵠					
𥵣	篅				
𥵦					
𥵧					
𥵨	䉲籋𥮜𥵑𥸀				
𥵪					
𥵫					
𥵬					
𥵯					
𥶅					
𥶆					
𥶇					
𥶈	𥲝				
𥶌					
𥶍					
𥶏					
𥶐					
𥶑					
𥶒					
𥶓	𥰘				
𥶔					
𥶕					
𥶗					
𥶛	䈕				
𥶜					
𥶢					
𥶴					
𥶶	𥽧				
𥶷					
𥶹	𥴰				
𥶺					
𥶻					
󰳭	𥶽		𫁱		
𥶿					
𥷀					
𥷁					
𥷃	䒂𥶝				
𥷄					
𥷅					
𥷆					
𥷇					
𥷈					
𥷔					
𥷕					
𥷗	𥶾				
𥷘					
𥷙	𥵲𥶖				
𥷚	諊𥯺𥰬𥱩𥲩𥷤󰧽			𥲾𧃈	告
𥷜					
𥷞					
𥷨					
𥷩	䕹		𰰶		
𥷪					
𥷫					
𥷬					
𥷮					
𥷱					
𥷳					
𥷹					
𥷼	𥳛𥷛				
𥸃	𥵓𥸋				
𥸈					
𥸉					
𥸊					
𥸗					
𥸘					
𥸚					
𥸛					
𥸞					
𥸟					
𥸡	𥱷𥸜				
𥸣					
𥸤		吁			
𥸧					
𥸨				𥸥	
𥸪					
𥸬					
𥸲					
𥸴					
𥹂					
𥹆					
𥹇					
𥹉					
𥹊					
𥹌					
𥹍					
𥹓					
𥹔					
𥹖					
𥹚					
𥹜					
𥹠					
𥹩					
𥹬					
𥹱					
𥹲					
𥹳					
𥹵					
𥹶					
𥹷	𮇶				
𥹸					
𥹻	𥻪				
𥺉					
𥺙					
𥺜					
𥺝					
𥺞					
𥺣					
𥺴					
𥺷					
𥻄					
𥻇					
𥻉	󰪕				
𥻋					
𥻍					
𥻒					
𥻗					
𥻝					
𥻞					
𥻟					
𥻤					
𥻥					
𥻦	𥼆𨯓				
𥻧					
𥻨					
𥻩	糆				
𥻬					
𥻮	󰪢󰪡				
𥻴					
𥻶					
𥻿					
𥼀					
𥼂					
𥼅					
𥼘					
𥼚	穛				
𥼛					
𥼜					
𥼟					
𥼩					
𥼪					
𥼬					
𥼮					
𥼴					
𥼶	𥽉			𨤟	
𥼺					
𥼼	糐				
𥽁					
𥽏	糮𥼿				
𥽐					
𥽗					
𥽘					
𥽟					
𥽠					
𥽥					
𥽬					
𥽰					
𥽳	󰳠			𦗶	
𥽶					
𥽸					
𥽿	𥹁𥽦𦥬			𪙙	
𥾂	𥹕𥼸𥽛𥽣𥽮				
𥾅					
𥾊					
𥾌					
𥾍					
𥾐	𢍽				
𥾓					
𥾕					
𥾛					
𥾝			𬘔		
𥾡					
𥾣					
𥾤					
𥾧					
𥾨					
𥾮					
𥾯					
𥾹					
𥾼					
𥿄	𥾬			󰴁	
𥿆					
𥿇					
𥿉			𬘚		
𥿊			𦈈		
𥿍					
𥿎					
𥿑					
𥿚					
𥿜					
𥿝					
𥿞					
𥿦					
𥿧					
𥿨					
𥿩					
𥿪	𥿼𦃑				
𥿫					
𥿭					
𥿮					
𥿯				𥾭	
𥿰	𥿱𦀉				
𥿴					
𥿵				󰫓	
𥿷					
𥿹					
𥿺					
𦀈					
𦀓	縡				
𦀔					
𦀕					
𦀖					
𦀘	紕𦄕				
𦀜	󰫑				
𦀝	綗				
𦀡					
𦀣					
𦁄			𰬙		
𦁆					
𦁇					
𦁈					
𦁉	𦀓𦁑				
𦁍					
𦁎					
𦁏					
𦁐					
𦁕			𰬦		
𦁖					
𦁗					
𦁙					
𦁛					
𦁜					
𦁟					
𦁲					
𦁳					
𦁶					
𦂀					
𦂄					
𦂅			𦈒		
𦂆					
𦂇	󰫧				
𦂈					
𦂉					
𦂊	緮		𫄭		
𦂋					
𦂌					
𦂍					
𦂑					
𦂒					
𦂕					
𦂖					
𦂗	䌃				
𦂠					
𦂡					
𦃄			𦈗		
𦃇					
𦃊					
𦃋					
𦃒					
𦃓					
𦃔					
𦃕					
𦃖	裧				
𦃗					
𦃘	𦆣				
𦃙					
𦃡	󰫨				
𦃢					
𦃤					
𦃥					
𦃼					
𦄊					
𦄌					
𦄍	䌮				
𦄏					
𦄑					
𦄓	󰫴				
𦄔					
𦄜					
𦄯					
𦄼	䋶𦅓𦅨		𬘳		
𦄽	𦂘				
𦅃					
𦅄					
𦅆					
𦅇	纕				
𦅈					
𦅊					
𦅋					
𦅏					
𦅔					
𦅵					
𦅶					
𦅸					
𦅺					
𦅼					
𦅽	𢍣				
𦅿					
𦆀					
𦆁					
𦆄					
𦆆					
𦆋					
𦆌					
𦆍					
𦆘					
𦆞					
𦆟	󰫪				
𦆡					
𦆤					
𦆦					
𦆨					
𦆷					
𦆸					
𦆻					
𦆾	𦈁				
𦇀					
𦇄					
𦇅					
𦇎	摠總繱𢭇		𰬰𰭁		
𦇑					
𦇔					
𦇖					
𦇘					
𦇙					
𦇛			𰬼		
𦇧	𣯅𦆢󰫰				
𦇪					
𦇬					
𦇭					
𦇱					
𦇲					
𦇵					
𦇸					
𦈣	䍂				
𦈤					
𦈦					
𦈩					
𦈬					
𦈰					
𦈲					
𦈶					
𦈷					
𦈸					
𦈺					
𦉈	䍋𦈼𦉖󰧝				
𦉉					
𦉎					
𦉐	𤮬				
𦉔					
𦉙					
𦉝					
𦉟					
𦉢	䍅𦉣			𨯻	
𦉧					
𦉨					
𦉬					
𦉹	魡		𬶄		
𦊂				䍓	
𦊃					
𦊊					
𦊋					
𦊌					
𦊎					
𦊐					
𦊓					
𦊗					
𦊘					
𦊦					
𦊧					
𦊪					
𦊫	𣘯				
𦊬					
𦊲					
𦊻					
𦊼					
𦊽					
𦊿					
𦋅					
𦋈					
𦋉					
𦋔					
𦋞					
𦋡	䍒䍙𦊏				
𦋣					
𦋥					
𦋯					
𦋰					
𦋳					
𦋿					
𦌀					
𦌁					
𦌆					
𦌉					
𦌊					
𦌋					
𦌒					
𦌔	䠣𦋠𦌮𦌻𨂳𨃿				
𦌕					
𦌗					
𦌚					
𦌟					
𦌡					
𦌢					
𦌦					
𦌧					
𦌩					
𦌪					
𦌬	䍢				
𦌰					
𦌷	𦉷				
𦌸					
𦌺					
𦍀					
𦍁					
𦍄					
𦍅					
𦍌					
𦍏					
𦍒					
𦍕					
𦍙	𦍴󰪈				
𦍣	𦍓				
𦍦					
𦍧					
𦍪					
𦍭					
𦍲					
𦍵					
𦍷					
𦍸					
𦍹	𦍽				
𦍺					
𦍼					
𦎁					
𦎄					
𦎇					
𦎈					
𦎊					
𦎎					
𦎏					
𦎐					
𦎑					
𦎓					
𦎚					
𦎜					
𦎠					
𦎣	䍰𢐽𦏍			𦏉	
𦎦	𦏃				
𦎧	𠆆				
𦎨					
𦎭					
𦎮					
𦎯					
𦎰					
𦎱	𦎩				
𦎲					
𦎶					
𦎷					
𦎸	𦏙				
𦎹			𰭚		
𦎼	󰪋				
𦏀					
𦏅					
𦏆	𦍻				
𦏔					
𦏕					
𦏗					
𦏜					
𦏢					
𦏤					
𦏥					
𦏨					
𦏮					
𦏱					
𦏳					
𦏷					
𦏸					
𦏹					
𦏺	羾𦏼				
𦏻	𦏴				
𦏿					
𦐁					
𦐄	䲳󰪿󰪾				
𦐅					
𦐆					
𦐇					
𦐈	𪂔				
𦐉	𦐼𦑡				
𦐍	𦐋				
𦐛	翑				
𦐠					
𦐡					
𦐣					
𦐤					
𦐨					
𦐰					
𦐳					
𦐷					
𦐸					
𦐹					
𦐺					
𦐾					
𦐿					
𦑇					
𦑈					
𦑋					
𦑌					
𦑍					
𦑎					
𦑏	󰫂				
𦑑					
𦑘					
𦑙					
𦑚	翭翵𦑤				
𦑛					
𦑜					
𦑝					
𦑞					
𦑟					
𦑠					
𦑡					
𦑣	𦑪				
𦑯					
𦑱					
𦑲					
𦑵					
𦑶	𩀚				
𦑸	󰫄				
𦑹					
𦑺					
𦑻					
𦑼					
𦑾					
𦒀					
𦒁					
𦒅					
𦒆					
𦒍					
𦒎	䎚𦑐𦒄				
𦒐					
𦒑	𦒔				
𦒜	𩙼				
𦒝					
𦒟				𦒂	
𦒦	𦒩				
𦒧					
𦒰					
𦒶	𦒲𦒸				
𦒺	𠺛				
𦒻	𦒾				
𦓈					
𦓋					
𦓍					
𦓐					
𦓓					
𦓔					
𦓕					
𦓖					
𦓝	𦓚			𦓙	
𦓢					
𦓤					
𦓥					
𦓬					
𦓯					
𦓰					
𦓱					
𦓳					
𦓴					
𦓹					
𦓺					
𦓼					
𦓾					
𦔂					
𦔃					
𦔄					
𦔅	𥨜				
𦔆					
𦔈					
𦔌					
𦔍					
𦔎					
𦔓	𦔟				
𦔔	𦔨				
𦔖			𫅼		
𦔛					
𦔜	𦔫				
𦔠					
𦔥	𦓻𰭲				
𦔦					
𦔩	𦔗				
𦔫					
𦔬	欋				
𦔭					
𦔮	耷				
𦔯	𦔰				
𦔷					
𦔸					
𦔹					
𦔼					
𦕆					
𦕉					
𦕏					
𦕒					
𦕙					
𦕠					
𦕰					
𦕷					
𦕸					
𦕽					
𦖈					
𦖉	𦕋				
𦖊					
𦖋	𦕴𦗊𦗙				
𦖍					
𦖎					
𦖐					
𦖝					
𦖞					
𦖠					
𦖢					
𦖤					
𦖦					
𦖧					
𦖩					
𦖬	𦗃				
𦖸					
𦖺					
𦖼					
𦖽					
𦖾					
𦖿					
𦗂					
𦗋	𨉷				
𦗍					
𦗐					
𦗑	聑				
𦗒	𦘅				
𦗓					
𦗔	䜈𧭄				
𦗕	𬸽				
𦗗					
𦗛					
𦗜					
𦗡					
𦗢					
𦗣					
𦗥					
𦗧					
𦗭					
𦗮					
𦗳					
𦗵					
𦗻					
𦗼					
𦘊					
𦘌					
𦘍					
𦘒	帇				
𦘔					
𦘤					
𦘩					
𦘪					
𦘲					
𦘳					
𦘴	𦙅				
𦘵					
𦘹					
𦘿					
𦙀					
𦙂					
𦙆					
𦙇	䏥󰧓				
𦙈					
𦙉					
𦙋					
𦙝					
𦙫	鯖𤏾𨡶𩜎				
𦙮				𣍥	
𦙯					
𦙱	𦚻𦝓𦠐				
𦙴					
𦙸					
𦙹					
𦙺					
𦚈					
𦚊					
𦚐					
𦚝					
𦚞					
𦚟					
𦚢					
𦚣					
𦚧	𰯅				
𦚨					
𦚫					
𦚸					
𦚼					
𦛀					
𦛇					
𦛏					
𦛐	𦙜				
𦛓					
𦛔					
𦛖	𦝒			𧶋	
𦛗					
𦛘					
𦛙					
𦛚					
𦛝					
𦛠					
𦛢					
𦛣					
𦛤					
𦛯					
𦛰					
𦛲					
𦛸					
𦜁					
𦜃					
𦜄					
𦜆	𰯀				
𦜇					
