正字	異体字	附録字
𡮰		
𡮻	􄈘	
𡮿	􄈙􄈚	
𡯄	𠠵󿁐	
𡯍	󿁔	
𡯏	𡯝􄈝	
𡯐	􄈞	
𡯒		
𡯖	󿁘	
𡯘	󿁕	
𡯙		
𡯜	𡯠	
𡯡	𡯚	
𡯢	􄈠	
𡯦	尮󿁢􄈡	
𡯨	􄈣	
𡯬	𡯫􄈤	
𡯱		
𡯳	𡯷	󿁫
𡯴	𫵑	
𡯵	󿁩󻸖	
𡰇	󿘦	
𡰋	􄈯	
𡰌	𡰍𡰓􄈭􄈮	
𡰎		
𡰖	𡯻𡰄􄈰󰙾	
𡰝	􄈱	
𡰠	𡰟􄈲􄈳󳖚󻸛	
𡰢	𡰡󿂌	
𡰥		
𡰫		
𡰽		
𡰾	㞖𡳠󴲊󴲻	
𡰿	𡕞𡕠𡕡	
𡱂	𡰪𡱒㞘􄈴󴲼󴴨	
𡱋		
𡱌		
𡱏		
𡱐		
𡱑		
𡱡		
𡱣	𡳌	
𡱥		
𡱰		
𡱱		
𡱷		
𡱼		
𡱽		
𡱾	􄈸	
𡱿		
𡲀		
𡲁	􄈺󴳘􄈹	
𡲗		
𡲚		
𡲛		
𡲜		
𡲪		
𡲭	􄈼	
𡲮		
𡲰		
𡳂		
𡳄		
𡳆	󰲁	
𡳏		
𡳑		
𡳘		
𡳞		
𡳭	𡳨𧖛󴵧􄈾󴶂	
𡳴	􄈿	
𡳸	󿓶	
𡳾		
𡴅	󰚋	
𡴆	𡴫􀍏󳶄	
𡴎	𡶫峊	
𡴒		
𡴞	𡹿𡻏	
𡴭	乢	
𡴯		
𡴻		
𡵋	𡵊	
𡵑		
𡵔		
𡵕	􄉀	
𡵖		
𡵘	󳭀	
𡵙		
𡵚	岕	
𡵛		
𡵜	𡵣	
𡶂		
𡶃	𡺬	
𡶄		
𡶈		
𡶉		
𡶋		
𡶎		
𡶐		
𡶑		
𡶪		
𡶭		
𡶯		
𡶱		
𡷓		
𡷔	𡶲	
𡷕		
𡷖		
𡷗		
𡷘		
𡷙	𡿊	
𡷛	屽	
𡷜		
𡷝		
𡷞	􄉄􄉃	
𡷠		
𡷡	󳮤	
𡷢		
𡷥	峼	
𡷨		
𡷸		
𡸈		
𡸉		
𡸊	𡷭	
𡸌		
𡸎	􄉆	
𡸑		
𡸕		
𡸗		
𡸙		
𡸛		
𡸜	𡸽􄉈	
𡸣	𡸢󳯊􅥆􅥇	
𡸤		
𡸥	􄉇󳰥	
𡸦	𡵗􄉌􄉎􄉊󳯻􄉋􄉍	
𡸨	𡸘󳯢	
𡸩		
𡸪		
𡹢		
𡹣		
𡹤		
𡹥		
𡹧		
𡹨		
𡹩		
𡹪	󰠓􄉐	
𡹬		
𡹭		
𡹯	􄉑􄉒󳰃󳱋	
𡹰		
𡹲		
𡹳	𡺜	
𡹵	𡺝􄉔􄉓	
𡹶		
𡹷	􄉕	
𡹸	􄉖	
𡹹		
𡹼		
𡹾		
𡺊		
𡺔		
𡺟		
𡺫		
𡺭		
𡺮	󳱂	
𡺯	􄉝􄉞󳲗	
𡺴		
𡺵	􄉡	
𡺷		
𡺽	􄉜	
𡻑	􄉚	
𡻘	𡻊	
𡻙	􄉧	
𡻚	嵻	
𡻜	𡼄	
𡻝	󳳕􄉨	
𡻞	􄉤󿉦	
𡻟		
𡻠	􄉢	
𡻡	􄉥	
𡻢		
𡻣		
𡻤		
𡻧	󶜁	
𡻨		
𡻩	󳴌	
𡻬		
𡻮		
𡻯	􄉣	
𡻰	􁰻	
𡻵	𡻫	
𡼊	𡻱𡻭𡾚𡿈𡿜󳶆	
𡼎		
𡼓		
𡼖	􄉴	
𡼚		
𡼛		
𡼜		
𡼬	􄉯	
𡼺	󿉩	
𡼽		
𡼾	𪩚􄉷	
𡼿	𡶏崫𥖚	
𡽁	𡽕󿉫	
𡽂	󿯆	
𡽄	󳴔	
𡽅	㟦	
𡽆	󿉪􄉶􄉵	
𡽉	􄉹	
𡽊		
𡽛		
𡽜		
𡽝	􄉺	
𡽞		
𡽠	𡶅𡶆𭗣	
𡽣		
𡽧		
𡾀		
𡾂		
𡾅	􄊁	
𡾇	􄉾	
𡾈	𡺺	
𡾉		
𡾌		
𡾔		
𡾕	􄊂	
𡾙	󳵙	
𡾛		
𡾜		
𡾮	𭗴	
𡾰	𡼌	
𡾱	㟜󳰩	
𡾻	􄉽	
𡾼		
𡾽		􄊉
𡾾		
𡿇	𡿏􄊊	
𡿈	𡾋	
𡿉		
𡿑		
𡿒		
𡿕	􄊐	
𡿖	𡾐𪗘	
𡿗		
𡿛		
𡿝	𥗾􄊑	
𡿠		
𡿡		
𡿢	󳶙	
𡿥	􄊒	
𡿨		
𡿩	𡿪	
𡿪		
𡿭		
𡿯	𣅕𤽃	
𡿰	𡿴	
𡿾		
𡿿	􄊖	
𢀁	󺽂󺽄	
𢀄		
𢀊		
𢀘		
𢀙		
𢀜	巩􂓬􄊗	
𢀶	􄊘	
𢁁		
𢁂		
𢁄		
𢁒		
𢁕	𢄦	
𢁖		
𢁗		
𢁘	𢁚𢒌󿿍	
𢁢	󳶟	
𢁤		
𢁧		
𢁩	􄊞	
𢁪		􄊝
𢁬	􄊠	
𢁮		
𢁱		
𢁹	𣥈	
𢁻		
𢁼	𢅔	
𢁽		
𢁾		
𢁿		
𢂀		
𢂁	𢄠	
𢂃		
𢂆		
𢂊	𢂅	
𢂍		
𢂏	󲈠	
𢂐		
𢂒		
𢂓	𢄟	
𢂔		
𢂕		
𢂗		
𢂘	􄊥	
𢂝	􄊤	
𢂱	󳷌	
𢂴		
𢂶		
𢂷	𢄍􄊩	
𢂹		
𢂺		
𢂼		
𢃀	幠	
𢃍		
𢃎	𢃤	
𢃏		
𢃐		
𢃑		
𢃒		
𢃔		
𢃕		
𢃗	𢄜䘶	
𢃘		
𢃜	􄊫󳷙􄊬	
𢃮	󳷛	
𢃯	􄊰	
𢃰		
𢃱	􄊯	
𢃳	󴰖	𢑦
𢃴	􄊶	
𢃵	󿉹	
𢃺	􄊴	
𢄄		
𢄅		
𢄇	􄊵	
𢄊		
𢄋	𠡋	
𢄌	𦃏𧜁􄊽	
𢄍		
𢄎		
𢄏		
𢄐	幪󳸰	
𢄓	𩓩	
𢄔	󱾌	
𢄚	󲧽	
𢄜		
𢄞		
𢄡	󳷯󳷿	
𢄢	𰏞	
𢄣		
𢄤		
𢄦		
𢄧	𢄲􄊿	
𢄰		
𢄱		
𢄲		
𢄳		
𢄶		
𢄷		
𢄸		
𢄹		
𢄺	𧝈󼏁󼏤	
𢄼	𩒧	
𢄽		
𢅉	􄋂	
𢅊		
𢅋	􄋀􄋁	
𢅎		
𢅑		
𢅒	􄋄􄋃	
𢅕		
𢅗		
𢅚		
𢅟		
𢅠		
𢅡	􄋇􄋈	
𢅩		
𢅪		
𢅫	𢄣	
𢅮	𢅲􄋋	
𢅯		􄋊
𢅰		
𢅵	󱁋	
𢅹		
𢅽		
𢅾		
𢆅		
𢆉		
𢆋	􄋓	
𢆚	𠠅𡘸𢆞𢆬䄯䄯䅐􄋔󱍠􀓋󻓷􄋕󿜏	
𢆜	􄋗􄋖	
𢆢	􄋘	
𢆳		
𢆶	𢆾	
𢆷		
𢆸		
𢆽		
𢆾		
𢇇	𡮟𢇂𢇅􄋙	
𢇋	㡫𤣨󻢳	
𢇌	󳼱	
𢇗		
𢇘		
𢇚		
𢇛	󿋀󰛅	
𢇞		
𢇤		
𢇥		
𢇦		
𢇧	􄋛	
𢇨	𢇹󿱴	
𢇰		
𢇲		
𢇳		
𢇴		
𢇵		
𢇶		
𢇷	􄋞􄋝	
𢈂		
𢈄	􄋟	
𢈇		
𢈈	㕉	
𢈉	庝	
𢈋	󴈘	
𢈙	󴇬	
𢈚	􄋢	
𢈛		
𢈜		
𢈝		
𢈠	𢉨	
𢈡		
𢈢		
𢈤	􄋡	
𢈲		
𢈳		
𢈴		
𢈵		
𢈶	􄋥󿋅	
𢈸	󴉐	
𢈻		
𢈼		
𢈽	􄋤	
𢈾	􄋣	
𢉁		
𢉂		
𢉃		
𢉅		
𢉆	􄋦􄋧	
𢉘		
𢉚		
𢉜		
𢉝		
𢉞		
𢉟		
𢉢		
𢉤		
𢉥	󴊙	
𢉦		
𢉩		
𢉭		
𢉿		
𢊀	𢊐󴋇	
𢊄	𢊿󴋄􄋨	
𢊅		
𢊇		
𢊒		
𢊓		
𢊕	𢈣𢉛􄋭􄋮	
𢊖		󴋍
𢊗		
𢊘		
𢊛		
𢊜		
𢊮		
𢊯	󺑩	
𢊰	𢋮䵇􄋯󴋥􄋰	
𢊱		
𢊲		
𢊵		
𢊶		
𢋂		
𢋃	􄋲	
𢋄		
𢋅	􄋷	
𢋆		
𢋇		
𢋌	𢊿􄋨	
𢋒	􄋸	
𢋔	𢇣􅣵􅣴	
𢋚		
𢋝	􄋹	
𢋣	􄋻􄋺	
𢋱	𤉐󼏳󰹰	
𢋲	􄋼	
𢋸		
𢋻	𢌃	
𢋼		
𢋿	􄋽	
𢌀	􅤅	
𢌄		
𢌈	􄋿	
𢌍		
𢌔	𧯙	󾈡
𢌕		
𢌦		
𢌫		
𢌳		
𢌻		
𢍁	畁𢌿	
𢍏	𠔉𢍊𢍒𨤑	
𢍚	𢍖𣓑	
𢍣	𦅽􄌂	
𢍫		
𢍰		
𢍱	𠨧𢍹	
𢍿	𤘚	
𢎃		
𢎌		
𢎎	􄌄	
𢎘	𠮤	
𢎙		
𢎪		
𢎫	𢎩	
𢎭		
𢎷	􄌅	
𢎹	􄌆	
𢎻		
𢏅		
𢏆		
𢏕		
𢏙		
𢏤		
𢏦		
𢏧		
𢏪		
𢏮	􄌋	
𢏯	𢏶	󴸛
𢏰	󴸁	
𢏳	󶛧	
𢏷		
𢐂		
𢐃		
𢐄	􄌌	
𢐆		
𢐊	𢎷	
𢐒	􄌓	
𢐔		
𢐞	􄌔	
𢐟		
𢐦		
𢐲	𢐠𢐮􄌚	
𢐳	􄌙	
𢐷	􄌘	
𢐾		
𢐿		
𢑄	𢐥𢐬𢑂𢑈𢑉􄌝󴹏􄌞􄌟􄌜􄌛󴹥	
𢑆	𢎠􄌠	
𢑇	𢏉􄌢􄌡	
𢑊	󶉯	
𢑓	􄌣	
𢑢	䝆􄌧􄌨	
𢑦	󵳹	
𢒉	𧴭󳿊	
𢒐		
𢒑		
𢒔	󳿍	
𢒝	􄌮	
𢒯	􁦧	
𢒲		
𢒹		
𢒾	𢒽𢓐􄌰	
𢓀		
𢓃		
𢓄		
𢓆		
𢓋		
𢓒	𢓏	
𢓔		
𢓕		
𢓖		
𢓗		
𢓜	佫臵	
𢓞		
𢓟		
𢓢		
𢓣		
𢓨		
𢓬	􄌳	
𢓮		
𢓯	𠍧𧻺	
𢓰		
𢓱	𢕝	
𢓳	𢖊􄌲	
𢓵		
𢔁		
𢔂	󰚹	
𢔅		
𢔆		
𢔇	􄌺	
𢔈	􄌴	
𢔊		
𢔋		
𢔑		
𢔟	􄌻	
𢔠	􄌽󺇼	
𢔡	􄌼	
𢔢	􄍆	
𢔣	𢔝𧼰𧼶𨔨󸞷􄍀󳻡􄍁􄍂􄍅􄍃󿍾􄍄	
𢔤		
𢔥	𧼫	
𢔧		
𢔩		
𢔪		
𢔱	𢔘󳹿󿊌􄌿󱆀􄌾	
𢔳	􄍇	
𢔴		
𢕋		
𢕍	𢔲􄍈	
𢕎		
𢕑		
𢕓		
𢕔		
𢕘		
𢕙		
𢕚		
𢕞	憄󳽘􄌷	
𢕪		
𢕫	􄍉	
𢕬		
𢕭		
𢕮		
𢕯	󿊖	
𢕺	􄍋	
𢕻	𨗧	
𢖄		
𢖈	􄍎	
𢖎	󰚿	
𢖏	􄍏	
𢖑		
𢖗		
𢖝	󳾣	
𢖟	􄍐􄍑􄍒	
𢖤		
𢖦	󳿁	
𢖧	􄍓	
𢖩		
𢖫		
𢖬		
𢖳	𢗃恗	
𢖵		
𢖷		
𢖺		
𢗇		
𢗈		
𢗉	􄍗	
𢗊		
𢗎	􅤝	
𢗲		
𢗹		
𢗺	󲗋	
𢗿	怽	
𢘃		
𢘅		
𢘆		
𢘉		
𢘊		
𢘋		
𢘌	􄍘󴛴	
𢘏		
𢘸	􄍠	
𢘺	𢞞	
𢘼	𢘁󼖠󶕚	
𢘽	𢖪怈𢚕􄍝􄍞	
𢙁		
𢙂	󰨜	
𢙅		
𢙇		
𢙈	吣吢	
𢙮	󼖙	
𢙱	㑝	
𢙲	􄍥	
𢙳		
𢙺	𢡠	
𢙾		
𢙿	㦗	
𢚀		
𢚁	󿸢􄍣	
𢚂	󴝅	
𢚅	𢮈	
𢚋		
𢚌		
𢚎	􄍧	
𢚑		
𢚗		
𢚺		
𢚻		
𢛁		
𢛃	㤹𢜥􄁚􄍹	
𢛄		
𢛆	𢙰􄍳	
𢛉	𢛊	
𢛍		
𢛎		
𢛒		
𢛓		
𢛔		
𢛕		
𢛖		
𢛘		
𢛛		
𢛜		
𢛞		
𢛟		
𢛥		
𢛦		𢜕
𢛨		
𢛮	􄍷􄍸	
𢜗	𢗒	
𢜩	𠊭	
𢜪	𢢟􄎂􄎁	
𢜫		
𢜬		
𢜭	𪫸𢛠􄎄󴝳	
𢜮		
𢜱		
𢜳	㥉	
𢜴	𢜵􄎅	
𢜵	􄎈􄎉	
𢜶		
𢜸	𢥝􅣀􅣁􅢿	
𢜹		
𢜻		
𢜽	􄍽	
𢜿		
𢝀	􄍻	
𢝁	𢤀	
𢝂	􄍼	
𢝄		
𢝅	𢝄	
𢝆		
𢝇	􄎊	
𢝈	𢘷	
𢝉		
𢝊	㥑𢞘懮	
𢝌	𢛡	
𢝍	􄍲	
𢝓		
𢝗		
𢝞		
𢝟		
𢞇		
𢞉		
𢞊		
𢞎		
𢞏	𢖸𢛙􄎍	
𢞐		
𢞒	􄎚	
𢞓	􄎕	
𢞕	􄎑	
𢞖	𢝹󴞅􄎔	
𢞗	𭝰	
𢞚		
𢞜		
𢞟	􄎐	
𢞠		
𢞡		
𢞦		
𢞬		
𢞭	󼘼	
𢞮	󴞳	
𢞲		
𢟊	𢜼	
𢟢	𢥗	
𢟣	􄎜􄎛	
𢟤	𢡷	
𢟦	􄍭􄍮	
𢟧	𢢛􄎦	
𢟨	􄎤	
𢟩	􄎟	
𢟪	󿏮󵢫	
𢟯		
𢟰	􄎝	
𢟱		
𢟲	􄎘󼙊	
𢟳		
𢟴		
𢟵		
𢟾		
𢟿	􄎧	
𢠠	𢟭	
𢠬		󼙝
𢠮		
𢠲	㤱	
𢠷		
𢠹		
𢠺		
𢠼		
𢠿	󺐵	
𢡀	􄎲	
𢡁		
𢡂	𧑘􄎵􄎶	
𢡃	𰑻󶚘󶨮	
𢡅		
𢡇		
𢡈	󼞑󼚨	
𢡉		
𢡎		
𢡏		
𢡐		
𢡑		
𢡒		
𢡤	𢡍󰳀󴟉	
𢡴		
𢢌		
𢢍		
𢢒		
𢢓		
𢢖	􄎻	
𢢗		
𢢘		
𢢜	􄎿􄎾	
𢢞	𢤙	
𢢤		
𢢰	𢤋	
𢣉		
𢣊	𦡗	
𢣎	􄏎	
𢣏		
𢣐	􄏂	
𢣒	忶􄏅􄏄	
𢣓	􄏏􄏐	
𢣔	􄏍􄏌􄏋	
𢣘		
𢣙	𢤨󴠜	
𢣚	􄏉􄏈	
𢣝		
𢣞		
𢣠	􄏒	
𢣦		
𢣻	􄏗􄏘	
𢣼	􄏔􄏓	
𢣿		
𢤁		
𢤂	悡㥎󿪂	
𢤄		
𢤆	􄏙􄏚	
𢤇		
𢤋	􄏖	
𢤎		
𢤐	𢥍	
𢤖		
𢤘		
𢤤		
𢤩		
𢤫	󴠃	
𢤯		
𢤰	𢤕􄏤	
𢤱	􄏠	
𢤲		
𢤶		
𢥂		
𢥃	􄏕	
𢥄	𢥐	
𢥋		
𢥌	􄏨	
𢥏	􄏥􄏦􄏧	
𢥘	𢤮	
𢥚		
𢥰	𢤉󰨅	
𢥻	𰒟􄏪	
𢥽	􄏫	
𢦅	愩	
𢦈		
𢦉		
𢦎		
𢦏		
𢦔	𢦒	
𢦚	𢦗𢦻	
𢦟	𢧆𢧒	
𢦪	􄏬􄏭󳙥	󻔥
𢦸		
𢦺		
𢦿	􄏮	
𢧀	󻕐	
𢧇		
𢧌		
𢧑		
𢧒	􄏯	
𢧖	􄏰	
𢧘		
𢧜		
𢧠	􄏳	
𢧥	󰞇	
𢧦		
𢧧		
𢧩		
𢧳		
𢧴	𢦷	
𢨒		
𢨔		
𢨟		
𢨡		
𢨥	󴱭	
𢨦		
𢨯		
𢨺	󼐬	
𢩄		
𢩈		
𢩋		
𢩑		
𢩒		
𢩓		
𢩕		
𢩖	􄏼􄏻	
𢩘	𢩅𨑅􄏽	
𢩠		
𢩢	󼑊􄐀􄏾􄏿	
𢩦		
𢩫		
𢩬		
𢩰		
𢩱	􄐁	
𢩲		
𢩴		
𢪂		
𢪃		
𢪇	𢪫摪	
𢪈	抩	
𢪊	技	
𢪋	𢩱	
𢪍	𢷿	
𢪎		
𢪕		
𢪷		
𢪸		
𢪼	𢫤	
𢪾	􄐆	
𢫢		
𢫧		
𢫨		
𢫫		
𢫬		
𢫭		
𢫯		
𢫰		
𢫲		
𢫳		
𢫴	􄐉	
𢫵		
𢫷	𢬯󿂟	
𢫺	𢭒􀅓	
𢫻		
𢫿		
𢬀		
𢬪		
𢬫		
𢬬	󺜱󴷀	
𢬱		
𢬲		
𢬳		
𢬴	挕	
𢬵		
𢬶	𢱥𢽪	
𢬷	􄐑	
𢬼		
𢬿		
𢭁	𢬡	
𢭂	㨓󲽴	
𢭃		
𢭄	𢪕􄐎	
𢭅		
𢭆		
𢭈	𢰌󰡇	
𢭎		
𢮁		
𢮂	􄐓	
𢮃		
𢮄		
𢮇	􂲫	
𢮉		
𢮊		
𢮌		
𢮍		
𢮎		
𢮏		
𢮐		
𢮒		
𢮚		
𢮝		
𢮡	𢱂􄐚􄐛􄐜󿅸	
𢮨	𢮛𦁆𦝏	
𢯈	􂲬	
𢯩		
𢯫	𢱈	
𢯮	㧒𢶂	
𢯰		
𢯳	乴𢼺􄐥	
𢯴		
𢯵	􄐢􄐣	
𢯶		
𢯷		
𢯸		
𢯹		
𢯺	䄔	
𢯻	𢰉	
𢯼	𢫱	
𢯽		
𢯾	㪞	
𢰂	󶚲	
𢰆		
𢰇		
𢰊		
𢰋		
𢰍		
𢰖		
𢰘		
𢰙		
𢰜	𭢔􄐟􄐞􄐝	
𢱇	𰔏𢰃	
𢱟	󿄡􄐰	
𢱡		
𢱢	㨞	
𢱣	𢰒𢳕	
𢱤		
𢱦		
𢱨		
𢱫	𢰌	
𢱬	𥵱	
𢱮		
𢱴		
𢱶	抋􄐱􄐲	
𢱷		
𢱺		
𢱽	𢲀	
𢱾		
𢲰		
𢲴		
𢲵		
𢲶		
𢲸		
𢲼		
𢲾		
𢳁		
𢳂	􄐽	
𢳄	𢭀􀍠	
𢳆		
𢳇		
𢳈	𢳇	
𢳋	󰩃	
𢳑		
𢳓	􄐾	
𢳙		
𢳚	􄑂	
𢴢		
𢴧	𢴠	
𢴨		
𢴩	㧙袐	
𢴪		
𢴬	󿆡	
𢴮	󰡮	
𢴰	􄑇	
𢴲	􄑆􄑅	
𢴳		
𢴼		
𢴾		
𢵈	􄑄	
𢶀	𢶓	
𢶃		
𢶄		
𢶉		
𢶋	􄑉	
𢶌		
𢶍		
𢶒	􄑍	
𢶙	㩓􄑌	
𢶚		
𢷋		
𢷍	𢳃	
𢷔	󰲯	
𢷕	􄑓	
𢷖	𢹴􄑔	
𢷗	󳀢􄑏	
𢷶	𢷚􄑛󰢅􄑜	
𢷸	􄑞	
𢷹		
𢷺	􄑕	
𢷻	􄑝	
𢷾		
𢸀		
𢸁	􄑟	
𢸣	𢴶𢶑𢷭	
𢸥	󿈏	
𢸧	𢸱𧅩	
𢸫		
𢸭		
𢸴		
𢹍	𢶐𢸤㩬􄑢󿈧􄑡􄑣	
𢹏		
𢹘	􄑤	
𢹙		
𢹚	󿈪	
𢹝		
𢹮		
𢹳		
𢺄	𰔴󿈴􄑪􄑫	
𢺅		
𢺆	􄑦	
𢺇		
𢺈		𱡖
𢺉		
𢺑	􄑨󿿸􄑩	
𢺟		
𢺡		
𢺰	󿈾	
𢺴	捥󰢐	
𢺵		
𢻂		
𢻃		
𢻔		
𢻚	𢻏𢽞𢾪􄑲	
𢻠		
𢻧		
𢻬	𢻲	
𢻮	𠬨𢻷	
𢻱	𢻫𢼊𢼉	
𢻵		
𢻶	𠓥􄑷􄑸􄑹	
𢻷	􄑴󰞛	
𢻹	㩺𤿎󰞊	
𢼆	𢂤𢺷𢻵􄑳	
𢼇	􄑶􄑵	
𢼈	𢻼	
𢼋	􄑺	󻛬
𢼌		󻛰
𢼐		
𢼑		
𢼔	㪃㪋	
𢼕	𢺾𢻽㪆	
𢼟	𢽗󵢴􄑿	
𢼣	𫾪􄑾	
𢼧	􄑼􄑽	
𢼨	𢼮	
𢼬	𢼫	
𢼭	𢼦	
𢼶	􄑻	
𢼺		
𢼽		
𢽂		
𢽃	𢽗􄒆	
𢽄	􄒇	
𢽇		
𢽊	𢼹􄒃	
𢽋	𢼾	
𢽏	㪊􄒁	
𢽐	𢼼	
𢽗		
𢽝		
𢽦	㲁	
𢽧		
𢽨		
𢽩		
𢽪	􄒉	
𢽭	􄒌	
𢽲	㪐󵴓􄒈	
𢽳	𢻾㪔	
𢽴	𢧈𢽚􄒊	
𢽵	𢽢	
𢽶	𢽣㪠􄒋	
𢽷	𢽜􄒂	
𢾀		
𢾂		
𢾃	􄒖	
𢾄	󻜽󿖽󿖼	
𢾅	𢾖	
𢾒		
𢾔		
𢾚	𢻕𢾑	
𢾛	𢾊𣪪􂲶􄒔	
𢾜	𢾎	
𢾝	𢾁𣪡	
𢾡	𢾋	
𢾣	󶁬	
𢾤	㪛􄒕	
𢾧		
𢾩		
𢾫	􄒚󺬊􄒛	
𢾬		
𢾮	􄒗	􄒘
𢾱	􄒝	
𢾳	󻜱	
𢾺		
𢾼	𢾲𰕛	
𢾽	𢾦􄒜	
𢿆		
𢿇	󾸇	
𢿈		
𢿎	􄒡􄒢	
𢿓	𢿡􄒟􄒞	
𢿕	𢿜	
𢿖	𢿏	
𢿞	􄒦󻱺	
𢿤		
𢿭	󿘉	
𢿲	𢿣󰲚􄒣􄒤󰲛	
𢿳	𡡗𢿮𣀑􄒫􄒪󻝹󶞿󻝺􄒭󻲦􄒬	
𢿴	㩉㪧	
𢿵	𢿧㲂𣪿	
𢿸	􄒩󻲃	
𢿽	𢿦𢿧𣪼􂲶􄒔	
𣀀	􄒮	
𣀁		
𣀂	􄒱	
𣀆	㪊􄒰	
𣀉	𢿾	
𣀊	搛𧰋􄒯	
𣀏		
𣀐		󻞋󽠟
𣀒	𢾸󻞇	
𣀔	𣫑𥳈󰟁	
𣀘	𢿟𣀓󵥛	
𣀝		
𣀞		
𣀠	𢻭𣀛	
𣀡	𣀜	
𣀣	㪄𣀨󺸛󺸢	
𣀥		
𣀧	𩀼	
𣀫	𪎘	
𣀯	􄒵	
𣀱	􃢳􄒶􄄇	
𣀳	􃢴􃢵󸮞	
𣀶	󻞎􃢹	
𣀷	􃢶􃢷􃢸	
𣀼	𣀻􃢺	
𣁗	𢾋	
𣁜	𢿕	
𣁟	𢿍𣁛􄂗󻝈􂧷	
𣁢		
𣁳	𦧌	
𣁴	􄒷	
𣁵		
𣁷	𣁻󼌠	
𣂁	𣁶𣁿𣂀𣂥􃢻	
𣂄	􄒸	
𣂆	𣁺𣁼󼌢󼌦	
𣂉		
𣂞	剆󻳣	
𣂤		
𣂮	􃣀	
𣂵	􄒹	
𣂻		
𣂽		
𣂿		
𣃈	􃣃	
𣃍	𣃇󻴤󰢼􃣄	
𣃘	斺􃣈􃣉	
𣃝		
𣃦		
𣃧		
𣃳	𣃷	
𣃽		
𣃾		
𣄉	􃣊	
𣄎	􃣌	
𣄏		
𣄑		
𣄙	𣄐	
𣄝		
𣄟	󼇎	
𣄠	𣄡	
𣄧		
𣄮		
𣄰		
𣄱	􃣐	
𣄲	􃣏􃣎	
𣄴	𡮎𠅽𣄵𣄷𣄶􃣑􃣒	
𣄸	旤􃣖􃣔􃣕􀽠	
𣄿	𠕊	
𣅉		
𣅚	􃣘	
𣅝		
𣅟		
𣅡		
𣅤		
𣅥		
𣅷		
𣅺	㶭􃣚	
𣅻		
𣆒		𣆭
𣆔		
𣆕		
𣆖	𣅇	
𣆗	㬁	
𣆘		
𣆙		
𣆝		
𣆲		
𣆳	𰖖	
𣆴		
𣆵		
𣆽		
𣇢	󻡣	
𣇦		
𣇧		
𣇩	𣉩	
𣇫		
𣇬		
𣇰		
𣇲	󻠁󰩅󰟛󰟖􃣝	
𣈠		
𣈡		
𣈥	􃣢	
𣉄		
𣉑		
𣉒	曤󰲢	
𣉓		
𣉔	􃣣􃣤	
𣉕		
𣉗		
𣉘		
𣉙	􃣨	
𣉚	𣉫㬕􃣥	
𣉛		
𣉜	􃣦	
𣉪	𣊀	
𣉿		
𣊁	𰖢􃣭	
𣊔		
𣊝		
𣊞		
𣊟		
𣊶		
𣋄		
𣋊	􃣱	
𣋋	󰟢󰟥	
𣋍		
𣋞	𣉼	
𣋟		
𣋣		
𣋲	􁗺􃣴􃣵	
𣋵		
𣋶		
𣋿	􃃁	
𣌅		
𣌏		
𣌓		
𣌗	󺹯	
𣌚		
𣌜		
𣌞		
𣌠		
𣌧	𣅾𣆩	
𣌨	󼪃	
𣌬	昷	
𣌾	󵋐	
𣍆	㿦	
𣍇		
𣍏		
𣍒		
𣍖	􃣹󰟪󻎗	
𣍚		
𣍛		
𣍟		
𣍥	􃣺	
𣍦		
𣍴		
𣍺		
𣎅	󻽋	
𣎓		
𣎔		
𣎗	䶼	
𣎚		
𣎛		
𣎜	􃤁	
𣎟	󻾅	
𣎩		
𣎮		
𣎱		
𣎲	􃤂	
𣎳	󰏶	
𣎴		
𣎵	汖	
𣎸		
𣎺	𢉫𣐺􃤄􃤃	
𣏀		
𣏋	󰔑	
𣏑	㭂	
𣏒		
𣏕	杮柹𣐈	
𣏖		
𣏗		
𣏙		
𣏚	􃤈	
𣏞		
𣏟	󳲸	
𣏠		
𣏡		
𣏶		
𣐃		
𣐊		
𣐋	𭩤	
𣐎		
𣐏		
𣐑	𣒽𣓄𣖲	
𣐒	𣔲􃤌	
𣐓	󷚴	
𣐰		
𣐻		
𣐿		
𣑁	􃤋	
𣑂	𣐰	
𣑃		
𣑫	桗	
𣑸		
𣑹		
𣒂	𣓱	
𣒃		
𣒄		
𣒆	𣓘󻇧	
𣒇		
𣒷		
𣒸		
𣒹		
𣒺		
𣒻		
𣓁	栞	
𣓃	􃤞	
𣓅		
𣓆		
𣓈	􃤝	
𣓉		
𣓊		
𣓋		
𣓌	桕	
𣓏		
𣓒		
𣓔		
𣓕	㭝𣕽	
𣓗	𣒪􃤡	
𣓛		
𣓝		
𣓧	󰲑	
𣔓		
𣔫		
𣔬		
𣔭		
𣔮		
𣔯		
𣔵	𣛳	
𣔷		
𣔸	􃤩	
𣔹	㮢􄓀	
𣔺	𣓍	
𣔻	􃤧	
𣔽		
𣔿		
𣕁	􄓁	
𣕂	𢯭	
𣕄		
𣕅		
𣕇		
𣕌		
𣕎		
𣖣		
𣖤	󲫎	
𣖨	􄓒󰝩	
𣖪		
𣖫	󻋴	
𣖬	𰘒	
𣖭	𰘽	
𣖮		
𣖰		
𣖱	樶	
𣖵		
𣖷		
𣖸	􄓃	
𣖹		
𣖻	𥁐𨡬	
𣖼	杊𣓓	
𣖾	𣓂􄓊􄓌􄓋	
𣖿		
𣗁		
𣗃	𡑻	
𣗐		
𣗺		
𣗻		
